CODIGO;DESCRIPCION;UNIDAD;COSTO_PROMEDIO_BS;COSTO_PROMEDIO_$;ENTRADA;SALIDA;EXISTENCIA;CATEGORIA;ESTADO
CON-0063;"CEPILLO CIRCULAR ALAMBRE 5""";UND;;15.85;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0064;CONECTOR HULE TIERRA;UND;;3.34;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
MAT-0053;CAMISA DE RODILLO;UND;;3.69;4.0;1.0;3.0;MATERIALES;ACTIVO
MAT-0054;CABO MADERA 1.20M;UND;;1.76;1.0;1.0;0.0;MATERIALES;ACTIVO
MAT-0055;"CARRETERO 14"" SIN CABO";UND;;6.47;1.0;1.0;0.0;MATERIALES;ACTIVO
MAT-0056;CONECTOR HULE TIERRA;UND;;3.34;1.0;1.0;0.0;MATERIALES;ACTIVO
MAT-0057;CUCHARA ALBAÑIL;UND;;7.23;1.0;1.0;0.0;MATERIALES;ACTIVO
MAT-0058;CUÑETES 5 GAL BLANCO;UND;;30.33;20.0;0.0;20.0;MATERIALES;ACTIVO
MAT-0059;"CLAVOS DULCES 2.5""";CAJA;;5.94;1.0;1.0;0.0;MATERIALES;ACTIVO
MAT-0060;"CLAVOS 4"" X 8";CAJA;;5.94;1.0;1.0;0.0;MATERIALES;ACTIVO
MAT-0061;CAICO LISO;UND;;24.7;3.0;3.0;0.0;MATERIALES;ACTIVO
PLO-0042;DESINFECTANTE LITRO;LT;;1.62;15.0;4.0;11.0;PLOMERIA;ACTIVO
MAT-0062;"DISCOS CORTE CONCRETO 7""";UND;;6.5;37.0;37.0;0.0;MATERIALES;ACTIVO
MAT-0063;"DISCOS DESGASTE 7""";UND;;8.0;6.0;3.0;3.0;MATERIALES;ACTIVO
ELE-0050;DISPENSADORES PAPEL USADOS;UND;;20.0;20.0;0.0;20.0;ELECTRICIDAD;ACTIVO
ELE-0051;"DISCO DIAMANTADO 4.5""";UND;;5.04;6.0;6.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0052;"DISCO CORTE MADERA 4.5"" ZASC";UND;;2.23;17.0;5.0;12.0;ELECTRICIDAD;ACTIVO
ELE-0053;DESAGUE FREGADERO PLASTICO CROMADO;UND;;7.39;3.0;3.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0054;DUROLACK MATE REINCO;GALON;;40.0;10.0;10.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0055;DISCO LIJAS 50PZ;PAQ;;0.0;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0056;DESAGUE PISO PHUS OPEN;UND;;15.01;4.0;3.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0057;"DISCO CORTE METAL 7"" 1/16";UND;;3.12;24.0;24.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0058;"DISCO DESGASTE 4.5""";UND;;2.3;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0059;"DISCO ESMERILAR 4.5""";UND;;1.7;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0060;"DOBLA TUBO ALICATE 3/4""";UND;;116.64;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0061;DRENAJE URINARIO;UND;;16.01;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0062;"DISPENSADOR PAPEL 9""";UND;;35.0;3.0;3.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0063;DISPENSADOR ESPIRAL ALL CLEAN;UND;;52.0;2.0;2.0;0.0;ELECTRICIDAD;ACTIVO
MAT-0064;DESENGRASANTE;LT;;4.28;2.0;1.0;1.0;MATERIALES;ACTIVO
MAT-0065;DESAGÜE LAVAMANOS;UND;;8.0;2.0;0.0;2.0;MATERIALES;ACTIVO
MAT-0066;DISPENSADOR JABON;UND;;55.0;8.0;8.0;0.0;MATERIALES;ACTIVO
CON-0065;DESVIADOR FREGADERO ACERO INOX;UND;;3.0;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
ELE-0064;DESAGÜE LAVAMANOS ACERO;UND;;5.0;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0065;DRIVER TIPO BALASTRO;UND;;0.0;20.0;0.0;20.0;ELECTRICIDAD;ACTIVO
MAT-0067;DISCOS FLAP;UND;;4.0;16.0;6.0;10.0;MATERIALES;ACTIVO
MAT-0068;DISCOS MORADOS QUITA PINTURA;UND;;4.0;1.0;0.0;1.0;MATERIALES;ACTIVO
ELE-0066;"DISCO CORTE 7""";UND;;3.02;8.0;2.0;6.0;ELECTRICIDAD;ACTIVO
ELE-0067;"DISCOS CORTE 4.5""";UND;;0.78;10.0;10.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0068;"DISCO TRONZADORA 14""";UND;;5.43;3.0;2.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0069;"DISCO SIERRA 4""";UND;;5.3;3.0;2.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0070;DEKORAL SATINADO;GALON;;25.05;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0071;DESENGRASANTE;LT;;7.0;3.0;3.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0072;"DISCO FLAP 4.5""";UND;;5.12;21.0;1.0;20.0;ELECTRICIDAD;ACTIVO
ELE-0073;DISCO CORTE CONCRETO;UND;;21.02;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
PLO-0043;ESLINGA;UND;;42.0;2.0;0.0;2.0;PLOMERIA;ACTIVO
HER-0016;1/4 EPOMOM FONDO POLIAMIDA A-B;UND;;0.0;0.0;0.0;0.0;HERRAMIENTAS;ACTIVO
CON-0066;1/4 ESMALTE GRIS BRILLANTE SIN ETIQUETA;UND;;0.0;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
MAT-0069;"ESQUELETO RODILLO MINIROLLER 1""";UND;;5.0;2.0;0.0;2.0;MATERIALES;ACTIVO
MAT-0070;ESPATULA MEDIANA;UND;;12.12;3.0;2.0;1.0;MATERIALES;ACTIVO
ELE-0074;ENCHUFE 2 POLOS + TIERRA;UND;;2.86;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0075;"ELECTRODOS 1/8"" 7018";UND;;7.0;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
CON-0067;ESTOPA BLANCA 150GR;UND;;3.35;4.0;4.0;0.0;CONSUMIBLES;ACTIVO
CON-0068;ESPUMA EXPANSIVA 750ML;UND;;12.0;4.0;4.0;0.0;CONSUMIBLES;ACTIVO
ELE-0076;ELECTRODO (UND);UND;;0.02;280.0;280.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0077;"ESQUELETO RODILLO MINIROLLER 2""";UND;;1.5;35.0;0.0;35.0;ELECTRICIDAD;ACTIVO
ELE-0078;"ESQUELETO RODILLO MINIROLLER 4""";UND;;6.11;13.0;2.0;11.0;ELECTRICIDAD;ACTIVO
ELE-0079;ELECTRODO 3/32 6013;UND;;6.03;10.0;5.0;5.0;ELECTRICIDAD;ACTIVO
PLO-0044;"ESQUELETO RODILLO GRANDE 9"" NUEVO";UND;;5.17;8.0;2.0;6.0;PLOMERIA;ACTIVO
ELE-0080;"ESQUELETO RODILLO GRANDE 9"" USADO";UND;;3.63;3.0;0.0;3.0;ELECTRICIDAD;ACTIVO
MAT-0071;EXTENSIONES RODILLO 1.5–3M;UND;;0.0;4.0;1.0;3.0;MATERIALES;ACTIVO
PLO-0045;ENVASES TIPO SPRAY;UND;;0.0;5.0;5.0;0.0;PLOMERIA;ACTIVO
PLO-0046;ENCHUFES TRIFASICOS;UND;;6.0;6.0;2.0;4.0;PLOMERIA;ACTIVO
PLO-0047;"ESTRUCTURA RODILLO 2""";UND;;5.5;44.0;0.0;44.0;PLOMERIA;ACTIVO
ELE-0081;EXTRACTOR DE AIRE;UND;;50.0;3.0;0.0;3.0;ELECTRICIDAD;ACTIVO
ELE-0082;MOTAFIX SATINADO SOFITO;GALON;;67.77;4.0;4.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0083;ELECTRODOS 1/8;UND;;4.5;140.0;140.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0084;ESPONJA ABRASIVA;UND;;1.26;15.0;13.0;2.0;ELECTRICIDAD;ACTIVO
ELE-0085;ELASTOMERICA COLOR VERDE;GALON;;35.0;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
PLO-0048;ENCHUFE HULE C/TIERRA;UND;;2.24;1.0;1.0;0.0;PLOMERIA;ACTIVO
ELE-0086;EPOCOTE 550 AZUL;GALON;;630.0;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0087;ESMALTE SATINADO BLANCO;GALON;;54.65;3.0;3.0;0.0;ELECTRICIDAD;ACTIVO
PLO-0049;ESCALERA DE EXTENSION;UND;;158.39;1.0;1.0;0.0;PLOMERIA;ACTIVO
ELE-0088;ENCHUFE HULE C/TIERRA;UND;;2.24;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
PLO-0050;EPOCOTE 550 AZUL;GALON;;630.0;1.0;1.0;0.0;PLOMERIA;ACTIVO
ELE-0089;ESPONJA MULTIUSO;UND;;1.63;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0090;"ESPATULAS 1""";UND;;8.63;6.0;2.0;4.0;ELECTRICIDAD;ACTIVO
ELE-0091;ESQUINERO MET PERF;UND;;1.8;190.0;190.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0092;FORMICA NEGRO REAL;UND;;25.0;2.0;2.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0093;FONDO ANTICORROSIVO BLANCO FLAMUCO;LT;;30.0;0.25;0.0;0.25;ELECTRICIDAD;ACTIVO
ELE-0094;FERTILIZANTE 25KG;SACO;;25.0;5.0;2.5;2.5;ELECTRICIDAD;ACTIVO
ELE-0095;FILTRO SECADOR;UND;;11.7;3.0;2.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0096;FIBRA DE MICROPROPILENO;PAQ;;8.0;24.0;24.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0097;FORMICA B-25 BLANCO BRILLANTE;UND;;20.0;25.0;22.0;3.0;ELECTRICIDAD;ACTIVO
ELE-0098;FORZA PEGA AMARILLA 7KG;UND;;48.0;2.0;2.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0099;FONDO ANTI ARCALINO;LT;;30.0;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0100;FONDO GRIS;LT;;36.0;0.0;0.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0101;FILTRO DE REFRIGERACION;UND;;2.6;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0102;FILTRO ATLAS;UND;;290.0;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0103;FREGADERO ACERO INOXIDABLE;UND;;20.0;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0104;FORMICA HAYA MATE 122X244 0.6MM;UND;;25.0;52.0;51.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0105;FUNDA TERMO FUSION 9X6;UND;;5.17;1.0;1.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0106;FORMICA BLANCO MATE;UND;;20.0;2.0;2.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0107;1/4 GOTAFIX ASFALTO ELASTICO;LT;;12.5;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
MAT-0072;GALON DE CLORO;GALON;;1.58;11.5;11.5;0.0;MATERIALES;ACTIVO
MAT-0073;GALON PINTURA MARFIL RAFIA AV2000;GALON;;35.32;1.0;1.0;0.0;MATERIALES;ACTIVO
ELE-0108;GALON PINTURA ROJO MALAGA;GALON;;35.32;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0109;GALON PINTURA SIKAFIL ROJO CAUCHO;GALON;;50.0;1.0;0.0;1.0;ELECTRICIDAD;ACTIVO
ELE-0110;PINTURA SOFITO ESMALTE BASE INTERMEDIA;GALON;;35.0;5.0;5.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0111;PROBASE SELLADOR ACRILICO SHERWIN;GALON;;12.5;0.0;0.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0112;SELLACRIL MONTANA;GALON;;27.0;0.0;0.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0113;SELLADOR NITRO MULTILAC;GALON;;40.0;3.0;3.0;0.0;ELECTRICIDAD;ACTIVO
ELE-0114;TINTA CARAMELO PREPARADA;GALON;;0.0;0.0;0.0;0.0;ELECTRICIDAD;ACTIVO
CON-0069;TINTA CAOBA PREPARADA;GALON;;0.0;0.5;0.0;0.5;CONSUMIBLES;ACTIVO
CON-0070;TINTA PREPARADA POTE BLANCO;GALON;;0.0;0.25;0.0;0.25;CONSUMIBLES;ACTIVO
CON-0071;DEKORAL MATE AZUL UNIVERSO;GALON;;35.32;4.0;4.0;0.0;CONSUMIBLES;ACTIVO
CON-0072;SELLADOR JUNTA CERAMICA ATRIA;UND;;0.0;5.0;0.0;5.0;CONSUMIBLES;ACTIVO
CON-0073;GUANTES CARNAZA CORTOS;PAR;;5.0;15.0;12.0;0.0;CONSUMIBLES;ACTIVO
CON-0074;GANCHOS PARA TECHO;UND;;2.6;40.0;0.0;40.0;CONSUMIBLES;ACTIVO
CON-0075;GUANTES DE TELA;PAR;;2.9;10.0;10.0;0.0;CONSUMIBLES;ACTIVO
CON-0076;GRIFERIA FREGADERO INDIVIDUAL CROMADO;UND;;8.24;7.0;2.0;5.0;CONSUMIBLES;ACTIVO
CON-0077;GUANTES TEJIDOS C/PUNTOS;PAR;;4.7;143.0;37.0;106.0;CONSUMIBLES;ACTIVO
CON-0078;GAS PROPANO SOLDAR;UND;;12.96;3.0;3.0;0.0;CONSUMIBLES;ACTIVO
CON-0079;GRIFERIA PUSH LAVAMANOS;UND;;40.02;3.0;3.0;0.0;CONSUMIBLES;ACTIVO
HER-0017;GRIFERIA PUSH URINARIO;UND;;32.02;2.0;2.0;0.0;HERRAMIENTAS;ACTIVO
PIN-0323;GOMA REDUCTORA LAVAMANOS;UND;;2.5;9.0;3.0;5.0;PINTURA;ACTIVO
PIN-0324;PINTURA PISCINA MONTANA;GALON;;0.0;1.0;0.0;1.0;PINTURA;ACTIVO
PIN-0325;IMPERMEABILIZANTE EDIL ALUMINIO;GALON;;45.0;1.0;0.0;1.0;PINTURA;ACTIVO
PIN-0326;END ZONE;GALON;;0.0;2.0;0.0;2.0;PINTURA;ACTIVO
PIN-0327;AV2000 CAUCHO EXTERIOR AZUL MARINO;GALON;;35.32;0.0;0.0;0.0;PINTURA;ACTIVO
CON-0080;ZONE PERFECT;GALON;;0.0;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
CON-0081;CEMENTO GRIS MONTANA CAUCHO;GALON;;36.0;1.0;1.0;0.0;CONSUMIBLES;ACTIVO
CON-0082;BARNIZ BRILLANTE REINCO;GALON;;38.0;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
CON-0083;BARNIZ CROMAS NATURAL;GALON;;32.0;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
CON-0084;BARNIZ MATE VITRO;GALON;;38.0;1.0;0.0;1.0;CONSUMIBLES;ACTIVO
CON-0085;BARNIZ MENEQUIN NATURAL MATE;GALON;;38.0;0.0;0.0;0.0;CONSUMIBLES;ACTIVO
CON-0086;CEMENTO PLASTICO BITUPLAST;GALON;;21.0;0.0;0.0;0.0;CONSUMIBLES;ACTIVO
CON-0087;LACA ACRILICA AUTOMOTRIZ L15;GALON;;70.0;0.5;0.0;0.5;CONSUMIBLES;ACTIVO
CON-0088;EPOMOM A+B COLOR GRIS;GALON;;0.0;2.0;0.0;2.0;CONSUMIBLES;ACTIVO
HER-0018;EPOMOM MONTANA;GALON;;0.0;0.0;0.0;0.0;HERRAMIENTAS;ACTIVO
HER-0019;ESMALTE BASE PASTEL SATINADO BLANCO;GALON;;69.0;1.0;0.0;1.0;HERRAMIENTAS;ACTIVO
HER-0020;FONDO ANTICORROSIVO ROJO;GALON;;43.0;0.5;0.0;0.5;HERRAMIENTAS;ACTIVO
HER-0021;GRAPAS ESQUINERAS METAL;PAQ;;1.0;194.0;0.0;194.0;HERRAMIENTAS;ACTIVO
HER-0022;GRAPAS PLASTICAS;PAQ;;2.01;145.0;0.0;145.0;HERRAMIENTAS;ACTIVO
